 connect:0.129181s pretransfer:0.129270s starttransfer:0.194627s total:0.194673
 connect:0.033325s pretransfer:0.033428s starttransfer:0.039768s total:0.039820
 connect:0.028167s pretransfer:0.028303s starttransfer:0.035318s total:0.035381
 connect:0.028166s pretransfer:0.028297s starttransfer:0.037273s total:0.037345
 connect:0.028740s pretransfer:0.028856s starttransfer:0.039083s total:0.039176
 connect:0.037922s pretransfer:0.038049s starttransfer:0.115933s total:0.115991
 connect:0.025754s pretransfer:0.025856s starttransfer:0.035229s total:0.035281
 connect:0.147213s pretransfer:0.147339s starttransfer:0.154088s total:0.154147
 connect:0.024579s pretransfer:0.024719s starttransfer:0.036768s total:0.036846
 connect:0.036357s pretransfer:0.036490s starttransfer:0.046271s total:0.046352
 connect:0.039474s pretransfer:0.039728s starttransfer:0.053724s total:0.053785
 connect:0.032617s pretransfer:0.032842s starttransfer:0.048455s total:0.048522
 connect:0.042737s pretransfer:0.042967s starttransfer:0.056235s total:0.056322
 connect:0.053915s pretransfer:0.054088s starttransfer:0.072128s total:0.072191
 connect:0.038858s pretransfer:0.039063s starttransfer:0.060435s total:0.060500
 connect:0.035970s pretransfer:0.036483s starttransfer:0.054777s total:0.054844
 connect:0.020619s pretransfer:0.020739s starttransfer:0.029847s total:0.030019
 connect:0.049517s pretransfer:0.049655s starttransfer:0.062956s total:0.063027
 connect:0.027023s pretransfer:0.027179s starttransfer:0.042253s total:0.042378
 connect:0.028397s pretransfer:0.028799s starttransfer:0.040631s total:0.040699
 connect:0.033076s pretransfer:0.033228s starttransfer:0.045779s total:0.045850
 connect:0.043443s pretransfer:0.043608s starttransfer:0.061366s total:0.061422
 connect:0.035302s pretransfer:0.035419s starttransfer:0.043162s total:0.043226
 connect:0.037364s pretransfer:0.037525s starttransfer:0.047215s total:0.047299
 connect:0.028206s pretransfer:0.028358s starttransfer:0.038045s total:0.038140
 connect:0.032802s pretransfer:0.032947s starttransfer:0.048169s total:0.048243
 connect:0.027028s pretransfer:0.027147s starttransfer:0.038274s total:0.038361
 connect:0.027789s pretransfer:0.027896s starttransfer:0.039988s total:0.040053
 connect:0.029815s pretransfer:0.029951s starttransfer:0.037514s total:0.037586
 connect:0.036013s pretransfer:0.036190s starttransfer:0.051407s total:0.051486
 connect:0.033804s pretransfer:0.033962s starttransfer:0.042795s total:0.042880
 connect:0.040060s pretransfer:0.040426s starttransfer:0.052865s total:0.052929
 connect:0.025570s pretransfer:0.025733s starttransfer:0.035141s total:0.035246
 connect:0.027370s pretransfer:0.027464s starttransfer:0.035022s total:0.035078
 connect:0.026539s pretransfer:0.026641s starttransfer:0.036050s total:0.036108
 connect:0.026367s pretransfer:0.026518s starttransfer:0.033968s total:0.034025
 connect:0.032031s pretransfer:0.032153s starttransfer:0.039237s total:0.039303
 connect:0.025758s pretransfer:0.025867s starttransfer:0.038171s total:0.038225
 connect:0.023652s pretransfer:0.023813s starttransfer:0.031563s total:0.031626
 connect:0.024262s pretransfer:0.024384s starttransfer:0.034741s total:0.034802
 connect:0.026460s pretransfer:0.026551s starttransfer:0.038398s total:0.038464
 connect:0.021362s pretransfer:0.021488s starttransfer:0.030262s total:0.030331
 connect:0.031496s pretransfer:0.031644s starttransfer:0.040839s total:0.040890
 connect:0.027812s pretransfer:0.027943s starttransfer:0.038009s total:0.038066
 connect:0.029337s pretransfer:0.029545s starttransfer:0.037579s total:0.037638
 connect:0.030691s pretransfer:0.030788s starttransfer:0.039739s total:0.039799
 connect:0.023345s pretransfer:0.023469s starttransfer:0.033333s total:0.033391
 connect:0.032539s pretransfer:0.032662s starttransfer:0.135867s total:0.135946
 connect:0.054036s pretransfer:0.054267s starttransfer:0.069479s total:0.069550
 connect:0.052898s pretransfer:0.053079s starttransfer:0.062473s total:0.062555
 connect:0.033981s pretransfer:0.034171s starttransfer:0.048230s total:0.048372
 connect:0.033837s pretransfer:0.034032s starttransfer:0.045204s total:0.045275
 connect:0.046580s pretransfer:0.046862s starttransfer:0.067016s total:0.067074
 connect:0.047742s pretransfer:0.047876s starttransfer:0.060476s total:0.060536
 connect:0.027052s pretransfer:0.027231s starttransfer:0.038600s total:0.038664
 connect:0.030927s pretransfer:0.031060s starttransfer:0.038697s total:0.038760
 connect:0.032920s pretransfer:0.033029s starttransfer:0.041670s total:0.041726
 connect:0.046854s pretransfer:0.047122s starttransfer:0.063347s total:0.063409
 connect:0.033085s pretransfer:0.033252s starttransfer:0.045749s total:0.045861
 connect:0.036259s pretransfer:0.036423s starttransfer:0.053175s total:0.053235
 connect:0.035659s pretransfer:0.035799s starttransfer:0.050204s total:0.050274
 connect:0.036854s pretransfer:0.036959s starttransfer:0.052213s total:0.052330
 connect:0.035105s pretransfer:0.035247s starttransfer:0.047162s total:0.047258
 connect:0.039687s pretransfer:0.039817s starttransfer:0.054750s total:0.054816
 connect:0.034114s pretransfer:0.034570s starttransfer:0.049165s total:0.049243
 connect:0.037985s pretransfer:0.038186s starttransfer:0.051741s total:0.051799
 connect:0.038284s pretransfer:0.038435s starttransfer:0.047044s total:0.047104
 connect:0.050014s pretransfer:0.050165s starttransfer:0.064042s total:0.064107
 connect:0.046527s pretransfer:0.046702s starttransfer:0.059488s total:0.059583
 connect:0.035196s pretransfer:0.035326s starttransfer:0.049572s total:0.049630
 connect:0.030427s pretransfer:0.030643s starttransfer:0.040208s total:0.040267
 connect:0.036596s pretransfer:0.036690s starttransfer:0.043611s total:0.043664
 connect:0.024333s pretransfer:0.024426s starttransfer:0.031758s total:0.031812
 connect:0.021232s pretransfer:0.021337s starttransfer:0.031255s total:0.031330
 connect:0.049891s pretransfer:0.050081s starttransfer:0.058378s total:0.058470
 connect:0.023211s pretransfer:0.023337s starttransfer:0.032209s total:0.032287
 connect:0.035853s pretransfer:0.036056s starttransfer:0.045995s total:0.046051
 connect:0.027195s pretransfer:0.027324s starttransfer:0.039106s total:0.039161
 connect:0.020671s pretransfer:0.020772s starttransfer:0.030876s total:0.030933
 connect:0.044247s pretransfer:0.044489s starttransfer:0.058989s total:0.059060
 connect:0.042969s pretransfer:0.043059s starttransfer:0.049568s total:0.049633
 connect:0.038730s pretransfer:0.038831s starttransfer:0.046397s total:0.046498
 connect:0.029757s pretransfer:0.029872s starttransfer:0.038242s total:0.038306
 connect:0.028437s pretransfer:0.028570s starttransfer:0.037464s total:0.037627
 connect:0.035079s pretransfer:0.035183s starttransfer:0.045012s total:0.045072
 connect:0.174669s pretransfer:0.174794s starttransfer:0.182416s total:0.182471
 connect:0.033042s pretransfer:0.033159s starttransfer:0.041434s total:0.041498
 connect:0.037080s pretransfer:0.037448s starttransfer:0.047405s total:0.047471
 connect:0.035448s pretransfer:0.035604s starttransfer:0.043072s total:0.043142
 connect:0.033817s pretransfer:0.033924s starttransfer:0.041603s total:0.041666
 connect:0.039812s pretransfer:0.039956s starttransfer:0.053009s total:0.053077
 connect:0.031536s pretransfer:0.031701s starttransfer:0.041772s total:0.041857
 connect:0.040696s pretransfer:0.040846s starttransfer:0.054845s total:0.054904
 connect:0.026256s pretransfer:0.026357s starttransfer:0.035076s total:0.035153
 connect:0.029648s pretransfer:0.029766s starttransfer:0.036590s total:0.036679
 connect:0.043493s pretransfer:0.043612s starttransfer:0.054418s total:0.054481
 connect:0.037679s pretransfer:0.037982s starttransfer:0.057052s total:0.057155
 connect:0.041562s pretransfer:0.041904s starttransfer:0.057674s total:0.058079
 connect:0.020734s pretransfer:0.021061s starttransfer:0.032559s total:0.032622
 connect:0.031938s pretransfer:0.032193s starttransfer:0.043607s total:0.043684
 connect:0.036249s pretransfer:0.036424s starttransfer:0.055086s total:0.055365
 connect:0.034029s pretransfer:0.034133s starttransfer:0.045571s total:0.045661
 connect:0.043250s pretransfer:0.043363s starttransfer:0.053333s total:0.053402
 connect:0.023942s pretransfer:0.024090s starttransfer:0.031762s total:0.031837
 connect:0.045824s pretransfer:0.046002s starttransfer:0.053211s total:0.053277
 connect:0.043877s pretransfer:0.044045s starttransfer:0.054597s total:0.054942
 connect:0.025297s pretransfer:0.025409s starttransfer:0.037090s total:0.037188
 connect:0.043976s pretransfer:0.044123s starttransfer:0.058881s total:0.058937
 connect:0.039686s pretransfer:0.040065s starttransfer:0.050372s total:0.050435
 connect:0.026723s pretransfer:0.026962s starttransfer:0.040763s total:0.040843
 connect:0.025424s pretransfer:0.025557s starttransfer:0.032972s total:0.033032
 connect:0.036349s pretransfer:0.036456s starttransfer:0.044609s total:0.044665
 connect:0.031900s pretransfer:0.032029s starttransfer:0.038770s total:0.038824
 connect:0.029741s pretransfer:0.029896s starttransfer:0.037536s total:0.037615
 connect:0.032757s pretransfer:0.032880s starttransfer:0.040941s total:0.040996
 connect:0.028179s pretransfer:0.028272s starttransfer:0.035357s total:0.035415
 connect:0.022651s pretransfer:0.022761s starttransfer:0.030146s total:0.030202
 connect:0.026928s pretransfer:0.027075s starttransfer:0.036205s total:0.036550
 connect:0.023799s pretransfer:0.023928s starttransfer:0.034689s total:0.034776
 connect:0.031303s pretransfer:0.031423s starttransfer:0.038555s total:0.038607
 connect:0.026001s pretransfer:0.026169s starttransfer:0.040632s total:0.040761
 connect:0.038007s pretransfer:0.038109s starttransfer:0.044231s total:0.044282
 connect:0.027383s pretransfer:0.027527s starttransfer:0.033962s total:0.034009
 connect:0.028895s pretransfer:0.028991s starttransfer:0.036442s total:0.036504
 connect:0.053097s pretransfer:0.053262s starttransfer:0.065954s total:0.066016
 connect:0.042733s pretransfer:0.042831s starttransfer:0.055183s total:0.055245
 connect:0.034518s pretransfer:0.034631s starttransfer:0.050226s total:0.050296
 connect:0.085139s pretransfer:0.085291s starttransfer:0.099372s total:0.099431
 connect:0.032389s pretransfer:0.032503s starttransfer:0.041184s total:0.041266
 connect:0.043859s pretransfer:0.043983s starttransfer:0.055419s total:0.055512
 connect:0.039834s pretransfer:0.039987s starttransfer:0.058176s total:0.058280
 connect:0.041492s pretransfer:0.041626s starttransfer:0.057734s total:0.057795
 connect:0.037507s pretransfer:0.037646s starttransfer:0.053295s total:0.053358
 connect:0.051892s pretransfer:0.052024s starttransfer:0.062166s total:0.062254
 connect:0.038811s pretransfer:0.038957s starttransfer:0.052452s total:0.052537
 connect:0.055911s pretransfer:0.056050s starttransfer:0.068004s total:0.068130
 connect:0.030289s pretransfer:0.030467s starttransfer:0.039234s total:0.039306
 connect:0.038296s pretransfer:0.038451s starttransfer:0.050371s total:0.050438
 connect:0.042993s pretransfer:0.043177s starttransfer:0.053557s total:0.053657
 connect:0.038750s pretransfer:0.038943s starttransfer:0.048077s total:0.048156
 connect:0.031117s pretransfer:0.031224s starttransfer:0.039471s total:0.039549
 connect:0.035325s pretransfer:0.035474s starttransfer:0.043960s total:0.044020
 connect:0.036819s pretransfer:0.036979s starttransfer:0.054454s total:0.054527
 connect:0.035845s pretransfer:0.036069s starttransfer:0.051542s total:0.051600
 connect:0.047602s pretransfer:0.047724s starttransfer:0.055812s total:0.055897
 connect:0.037694s pretransfer:0.037834s starttransfer:0.047174s total:0.047236
 connect:0.048166s pretransfer:0.048299s starttransfer:0.057029s total:0.057101
 connect:0.027928s pretransfer:0.028166s starttransfer:0.038567s total:0.038632
 connect:0.027560s pretransfer:0.027684s starttransfer:0.038787s total:0.038907
 connect:0.028219s pretransfer:0.028514s starttransfer:0.042830s total:0.042892
 connect:0.027984s pretransfer:0.028080s starttransfer:0.034546s total:0.034606
 connect:0.029371s pretransfer:0.029508s starttransfer:0.038227s total:0.038280
 connect:0.042383s pretransfer:0.042495s starttransfer:0.050200s total:0.050259
 connect:0.026793s pretransfer:0.026915s starttransfer:0.036174s total:0.036249
 connect:0.026458s pretransfer:0.026609s starttransfer:0.037591s total:0.037673
 connect:0.035320s pretransfer:0.035426s starttransfer:0.043285s total:0.043352
 connect:0.025399s pretransfer:0.025568s starttransfer:0.036220s total:0.036283
 connect:0.024779s pretransfer:0.024905s starttransfer:0.037379s total:0.037433
 connect:0.030442s pretransfer:0.030575s starttransfer:0.037964s total:0.038020
 connect:0.025609s pretransfer:0.025711s starttransfer:0.033153s total:0.033204
 connect:0.027507s pretransfer:0.027602s starttransfer:0.034590s total:0.034654
 connect:0.026991s pretransfer:0.027061s starttransfer:0.033927s total:0.033977
 connect:0.042264s pretransfer:0.042417s starttransfer:0.050900s total:0.050964
 connect:0.161934s pretransfer:0.162124s starttransfer:0.169727s total:0.169777
 connect:0.037153s pretransfer:0.037321s starttransfer:0.049885s total:0.049958
 connect:0.035439s pretransfer:0.035576s starttransfer:0.044287s total:0.044360
 connect:0.043503s pretransfer:0.043864s starttransfer:0.050757s total:0.050818
 connect:0.037570s pretransfer:0.037730s starttransfer:0.051750s total:0.051821
 connect:0.031741s pretransfer:0.031844s starttransfer:0.041783s total:0.041839
 connect:0.046647s pretransfer:0.046843s starttransfer:0.058970s total:0.059051
 connect:0.031589s pretransfer:0.031747s starttransfer:0.041690s total:0.041748
 connect:0.032770s pretransfer:0.032928s starttransfer:0.043183s total:0.043248
 connect:0.042982s pretransfer:0.043225s starttransfer:0.060868s total:0.060932
 connect:0.039823s pretransfer:0.040044s starttransfer:0.050039s total:0.050094
 connect:0.044247s pretransfer:0.044417s starttransfer:0.057755s total:0.057837
 connect:0.034333s pretransfer:0.034747s starttransfer:0.048272s total:0.048343
 connect:0.030992s pretransfer:0.031172s starttransfer:0.045303s total:0.045379
 connect:0.028559s pretransfer:0.028751s starttransfer:0.038924s total:0.039019
 connect:0.041191s pretransfer:0.041372s starttransfer:0.052022s total:0.052082
 connect:0.034578s pretransfer:0.034715s starttransfer:0.046982s total:0.047065
 connect:0.045095s pretransfer:0.046118s starttransfer:0.062013s total:0.062070
 connect:0.042680s pretransfer:0.042809s starttransfer:0.050252s total:0.050363
 connect:0.035292s pretransfer:0.035425s starttransfer:0.049799s total:0.049854
 connect:0.030340s pretransfer:0.030472s starttransfer:0.037624s total:0.037682
 connect:0.028541s pretransfer:0.028671s starttransfer:0.037199s total:0.037267
 connect:0.045400s pretransfer:0.045600s starttransfer:0.056898s total:0.056983
 connect:0.028283s pretransfer:0.028421s starttransfer:0.042778s total:0.042856
 connect:0.023735s pretransfer:0.023871s starttransfer:0.034294s total:0.034346
 connect:0.022024s pretransfer:0.022141s starttransfer:0.029125s total:0.029180
 connect:0.026049s pretransfer:0.026161s starttransfer:0.033664s total:0.033733
 connect:0.022462s pretransfer:0.022632s starttransfer:0.033658s total:0.033711
 connect:0.026028s pretransfer:0.026246s starttransfer:0.035499s total:0.035588
 connect:0.027432s pretransfer:0.027534s starttransfer:0.034231s total:0.034284
 connect:0.029580s pretransfer:0.029676s starttransfer:0.037537s total:0.037586
 connect:0.025664s pretransfer:0.025812s starttransfer:0.034273s total:0.034333
 connect:0.041869s pretransfer:0.041987s starttransfer:0.052253s total:0.052304
 connect:0.030854s pretransfer:0.030948s starttransfer:0.037918s total:0.037974
 connect:0.033262s pretransfer:0.033368s starttransfer:0.040418s total:0.040469
 connect:0.024349s pretransfer:0.024451s starttransfer:0.030929s total:0.030982
 connect:0.032701s pretransfer:0.032895s starttransfer:0.042466s total:0.042551
 connect:0.027149s pretransfer:0.027288s starttransfer:0.038345s total:0.038422
 connect:0.034962s pretransfer:0.035108s starttransfer:0.049127s total:0.049193
 connect:0.018214s pretransfer:0.018417s starttransfer:0.042603s total:0.042726
 connect:0.034743s pretransfer:0.034868s starttransfer:0.049637s total:0.049699
 connect:0.038443s pretransfer:0.038613s starttransfer:0.051894s total:0.052004
 connect:0.035550s pretransfer:0.035730s starttransfer:0.051516s total:0.051579
 connect:0.033635s pretransfer:0.033803s starttransfer:0.050725s total:0.050809
 connect:0.034148s pretransfer:0.034315s starttransfer:0.050941s total:0.051002
 connect:0.037854s pretransfer:0.038024s starttransfer:0.049349s total:0.049417
 connect:0.042583s pretransfer:0.042759s starttransfer:0.062922s total:0.062976
 connect:0.166571s pretransfer:0.166790s starttransfer:0.182937s total:0.182995
 connect:0.047364s pretransfer:0.047521s starttransfer:0.060055s total:0.060115
 connect:0.044702s pretransfer:0.044852s starttransfer:0.057645s total:0.057768
 connect:0.033497s pretransfer:0.033689s starttransfer:0.047484s total:0.047550
 connect:0.030627s pretransfer:0.031022s starttransfer:0.045198s total:0.045286
 connect:0.037795s pretransfer:0.037957s starttransfer:0.046622s total:0.046699
 connect:0.047485s pretransfer:0.047659s starttransfer:0.072989s total:0.073055
 connect:0.036283s pretransfer:0.036399s starttransfer:0.044944s total:0.045006
 connect:0.031103s pretransfer:0.031220s starttransfer:0.039694s total:0.039770
 connect:0.034382s pretransfer:0.034566s starttransfer:0.045287s total:0.045387
 connect:0.036445s pretransfer:0.036634s starttransfer:0.045891s total:0.045973
 connect:0.027725s pretransfer:0.027917s starttransfer:0.040834s total:0.040891
 connect:0.072045s pretransfer:0.072169s starttransfer:0.087831s total:0.087910
 connect:0.032560s pretransfer:0.032713s starttransfer:0.041808s total:0.041924
 connect:0.045447s pretransfer:0.045667s starttransfer:0.056352s total:0.056416
 connect:0.034936s pretransfer:0.035096s starttransfer:0.041195s total:0.041256
 connect:0.030250s pretransfer:0.030333s starttransfer:0.042713s total:0.042783
 connect:0.023228s pretransfer:0.023336s starttransfer:0.032628s total:0.032687
 connect:0.028476s pretransfer:0.028640s starttransfer:0.037901s total:0.037984
 connect:0.037838s pretransfer:0.037974s starttransfer:0.046392s total:0.046453
 connect:0.028457s pretransfer:0.028565s starttransfer:0.036110s total:0.036166
 connect:0.034514s pretransfer:0.034664s starttransfer:0.043711s total:0.043769
 connect:0.022048s pretransfer:0.022196s starttransfer:0.030692s total:0.030791
 connect:0.024183s pretransfer:0.024298s starttransfer:0.032215s total:0.032266
 connect:0.036519s pretransfer:0.036683s starttransfer:0.059065s total:0.059126
 connect:0.029402s pretransfer:0.029518s starttransfer:0.042184s total:0.042235
 connect:0.024460s pretransfer:0.024570s starttransfer:0.035055s total:0.035104
 connect:0.028654s pretransfer:0.028771s starttransfer:0.036438s total:0.036501
 connect:0.029987s pretransfer:0.030191s starttransfer:0.118925s total:0.118975
 connect:0.039779s pretransfer:0.039904s starttransfer:0.048429s total:0.048495
 connect:0.166317s pretransfer:0.166422s starttransfer:0.176280s total:0.176336
 connect:0.024938s pretransfer:0.025058s starttransfer:0.033880s total:0.033964
 connect:0.049254s pretransfer:0.049360s starttransfer:0.058213s total:0.058276
 connect:0.037025s pretransfer:0.037192s starttransfer:0.045213s total:0.045273
 connect:0.029761s pretransfer:0.029909s starttransfer:0.038740s total:0.038802
 connect:0.049915s pretransfer:0.050025s starttransfer:0.058628s total:0.058699
 connect:0.079897s pretransfer:0.080030s starttransfer:0.088552s total:0.088634
 connect:0.034921s pretransfer:0.035067s starttransfer:0.048115s total:0.048196
 connect:0.035844s pretransfer:0.035980s starttransfer:0.048546s total:0.048612
 connect:0.040059s pretransfer:0.040209s starttransfer:0.047625s total:0.047681
 connect:0.036082s pretransfer:0.036248s starttransfer:0.051430s total:0.051563
 connect:0.041902s pretransfer:0.042061s starttransfer:0.062357s total:0.062416
 connect:0.027525s pretransfer:0.027851s starttransfer:0.038436s total:0.038495
 connect:0.033564s pretransfer:0.033737s starttransfer:0.042748s total:0.042820
 connect:0.023902s pretransfer:0.024049s starttransfer:0.040097s total:0.040202
 connect:0.028900s pretransfer:0.029305s starttransfer:0.040090s total:0.040150
 connect:0.034917s pretransfer:0.035203s starttransfer:0.046380s total:0.046437
 connect:0.052523s pretransfer:0.052683s starttransfer:0.062792s total:0.062856
 connect:0.037501s pretransfer:0.037671s starttransfer:0.047564s total:0.047684
 connect:0.036188s pretransfer:0.036303s starttransfer:0.047970s total:0.048028
 connect:0.044749s pretransfer:0.044886s starttransfer:0.054396s total:0.054476
 connect:0.022354s pretransfer:0.022480s starttransfer:0.030943s total:0.031006
 connect:0.018852s pretransfer:0.019035s starttransfer:0.030091s total:0.030163
 connect:0.039703s pretransfer:0.039959s starttransfer:0.052556s total:0.052620
 connect:0.043895s pretransfer:0.044124s starttransfer:0.052554s total:0.052613
 connect:0.038390s pretransfer:0.038504s starttransfer:0.046371s total:0.046463
 connect:0.033894s pretransfer:0.034016s starttransfer:0.041387s total:0.041451
 connect:0.028819s pretransfer:0.028920s starttransfer:0.036255s total:0.036311
 connect:0.029334s pretransfer:0.029491s starttransfer:0.037137s total:0.037191
 connect:0.030675s pretransfer:0.030825s starttransfer:0.042259s total:0.042322
 connect:0.040270s pretransfer:0.040372s starttransfer:0.047887s total:0.047948
 connect:0.034474s pretransfer:0.034581s starttransfer:0.043810s total:0.043864
 connect:0.038443s pretransfer:0.038574s starttransfer:0.045691s total:0.045773
 connect:0.024414s pretransfer:0.024608s starttransfer:0.034425s total:0.034499
 connect:0.027956s pretransfer:0.028059s starttransfer:0.037638s total:0.037772
 connect:0.030228s pretransfer:0.030373s starttransfer:0.041417s total:0.041514
 connect:0.026503s pretransfer:0.026683s starttransfer:0.033452s total:0.033504
 connect:0.030599s pretransfer:0.030695s starttransfer:0.038444s total:0.038522
 connect:0.029932s pretransfer:0.030060s starttransfer:0.039671s total:0.039758
 connect:0.025637s pretransfer:0.025818s starttransfer:0.039090s total:0.039240
 connect:0.054679s pretransfer:0.055377s starttransfer:0.065136s total:0.065204
 connect:0.031736s pretransfer:0.031897s starttransfer:0.040103s total:0.040159
 connect:0.037740s pretransfer:0.037902s starttransfer:0.048255s total:0.048368
 connect:0.039522s pretransfer:0.039721s starttransfer:0.049688s total:0.049771
 connect:0.038027s pretransfer:0.038147s starttransfer:0.046050s total:0.046125
 connect:0.027029s pretransfer:0.027178s starttransfer:0.036918s total:0.036989
 connect:0.039768s pretransfer:0.039878s starttransfer:0.054766s total:0.054839
 connect:0.038085s pretransfer:0.038307s starttransfer:0.048792s total:0.048863
 connect:0.033939s pretransfer:0.034063s starttransfer:0.058532s total:0.058605
 connect:0.041428s pretransfer:0.041557s starttransfer:0.054767s total:0.054839
 connect:0.042729s pretransfer:0.042861s starttransfer:0.050319s total:0.050387
 connect:0.031870s pretransfer:0.032016s starttransfer:0.041428s total:0.041491
 connect:0.026837s pretransfer:0.026975s starttransfer:0.039380s total:0.039438
 connect:0.033641s pretransfer:0.033776s starttransfer:0.043586s total:0.043668
 connect:0.038601s pretransfer:0.038805s starttransfer:0.050075s total:0.050141
 connect:0.032621s pretransfer:0.032743s starttransfer:0.046585s total:0.046641
 connect:0.051136s pretransfer:0.051280s starttransfer:0.058984s total:0.059055
 connect:0.032742s pretransfer:0.032878s starttransfer:0.048231s total:0.048323
 connect:0.037322s pretransfer:0.037464s starttransfer:0.051499s total:0.051634
 connect:0.032796s pretransfer:0.033288s starttransfer:0.047838s total:0.047905
 connect:0.035379s pretransfer:0.035724s starttransfer:0.051302s total:0.051374
 connect:0.029959s pretransfer:0.030164s starttransfer:0.048410s total:0.048469
 connect:0.037887s pretransfer:0.038027s starttransfer:0.052535s total:0.052594
 connect:0.029535s pretransfer:0.029665s starttransfer:0.043966s total:0.044070
 connect:0.025877s pretransfer:0.026074s starttransfer:0.034610s total:0.034705
 connect:0.029096s pretransfer:0.029205s starttransfer:0.037272s total:0.037335
 connect:0.026358s pretransfer:0.026454s starttransfer:0.033523s total:0.033576
 connect:0.030397s pretransfer:0.030550s starttransfer:0.039067s total:0.039235
 connect:0.022478s pretransfer:0.022576s starttransfer:0.029169s total:0.029231
 connect:0.031419s pretransfer:0.031497s starttransfer:0.038390s total:0.038453
 connect:0.038010s pretransfer:0.038174s starttransfer:0.047954s total:0.048012
 connect:0.038857s pretransfer:0.038971s starttransfer:0.048329s total:0.048390
 connect:0.046845s pretransfer:0.046979s starttransfer:0.058230s total:0.058299
 connect:0.043201s pretransfer:0.043331s starttransfer:0.053531s total:0.053629
 connect:0.026462s pretransfer:0.026651s starttransfer:0.035184s total:0.035262
 connect:0.033291s pretransfer:0.033408s starttransfer:0.041466s total:0.041556
 connect:0.036578s pretransfer:0.036821s starttransfer:0.044058s total:0.044146
 connect:0.036752s pretransfer:0.036869s starttransfer:0.046756s total:0.046856
 connect:0.025266s pretransfer:0.025380s starttransfer:0.037128s total:0.037217
 connect:0.032359s pretransfer:0.032514s starttransfer:0.041089s total:0.041146
 connect:0.026830s pretransfer:0.027207s starttransfer:0.039345s total:0.039399
 connect:0.039247s pretransfer:0.039386s starttransfer:0.049362s total:0.049430
 connect:0.039051s pretransfer:0.039195s starttransfer:0.051464s total:0.051527
 connect:0.036421s pretransfer:0.036559s starttransfer:0.049272s total:0.049362
 connect:0.037284s pretransfer:0.037462s starttransfer:0.050322s total:0.050382
 connect:0.030014s pretransfer:0.030126s starttransfer:0.043383s total:0.043475
 connect:0.041718s pretransfer:0.041919s starttransfer:0.051287s total:0.051352
 connect:0.037767s pretransfer:0.037921s starttransfer:0.048371s total:0.048458
 connect:0.030452s pretransfer:0.030563s starttransfer:0.041991s total:0.042050
 connect:0.039028s pretransfer:0.039165s starttransfer:0.052009s total:0.052084
 connect:0.033937s pretransfer:0.034089s starttransfer:0.050995s total:0.051101
 connect:0.031664s pretransfer:0.031799s starttransfer:0.042075s total:0.042156
 connect:0.036817s pretransfer:0.036979s starttransfer:0.047759s total:0.047854
 connect:0.035993s pretransfer:0.036132s starttransfer:0.046251s total:0.046435
 connect:0.041351s pretransfer:0.041517s starttransfer:0.053810s total:0.053876
 connect:0.038702s pretransfer:0.038825s starttransfer:0.046876s total:0.046935
 connect:0.038101s pretransfer:0.038227s starttransfer:0.047844s total:0.047907
 connect:0.041605s pretransfer:0.041841s starttransfer:0.052264s total:0.052391
 connect:0.029403s pretransfer:0.029554s starttransfer:0.040725s total:0.040781
 connect:0.033725s pretransfer:0.033869s starttransfer:0.041464s total:0.041525
 connect:0.048636s pretransfer:0.048832s starttransfer:0.056305s total:0.056370
 connect:0.031785s pretransfer:0.031910s starttransfer:0.042894s total:0.042951
 connect:0.086532s pretransfer:0.086778s starttransfer:0.096241s total:0.096311
 connect:0.040675s pretransfer:0.040826s starttransfer:0.047901s total:0.047955
 connect:0.035824s pretransfer:0.035952s starttransfer:0.043272s total:0.043327
 connect:0.037473s pretransfer:0.037646s starttransfer:0.047948s total:0.048004
 connect:0.027894s pretransfer:0.028089s starttransfer:0.035988s total:0.036056
 connect:0.028016s pretransfer:0.028158s starttransfer:0.037677s total:0.037730
 connect:0.052129s pretransfer:0.052342s starttransfer:0.062396s total:0.062466
 connect:0.036023s pretransfer:0.036179s starttransfer:0.046168s total:0.046271
 connect:0.045661s pretransfer:0.046097s starttransfer:0.053688s total:0.053749
 connect:0.036772s pretransfer:0.036877s starttransfer:0.047424s total:0.047495
 connect:0.031587s pretransfer:0.031710s starttransfer:0.042014s total:0.042070
 connect:0.049521s pretransfer:0.050407s starttransfer:0.057946s total:0.058002
 connect:0.048697s pretransfer:0.048988s starttransfer:0.056614s total:0.056667
 connect:0.034699s pretransfer:0.034839s starttransfer:0.048888s total:0.048954
 connect:0.035407s pretransfer:0.035537s starttransfer:0.046763s total:0.046816
 connect:0.029849s pretransfer:0.029985s starttransfer:0.050841s total:0.050896
 connect:0.042853s pretransfer:0.042998s starttransfer:0.053019s total:0.053070
 connect:0.046220s pretransfer:0.046351s starttransfer:0.057441s total:0.057523
 connect:0.035787s pretransfer:0.035889s starttransfer:0.055084s total:0.055196
 connect:0.054855s pretransfer:0.055179s starttransfer:0.070583s total:0.070659
 connect:0.042894s pretransfer:0.043048s starttransfer:0.051663s total:0.051737
 connect:0.032185s pretransfer:0.032327s starttransfer:0.068270s total:0.068497
 connect:0.051846s pretransfer:0.051946s starttransfer:0.063696s total:0.063827
 connect:0.027729s pretransfer:0.027884s starttransfer:0.035405s total:0.035479
 connect:0.037048s pretransfer:0.037159s starttransfer:0.049505s total:0.049569
 connect:0.037545s pretransfer:0.037676s starttransfer:0.046082s total:0.046141
